,date,cases,order_code,Face_Masks_Required_in_Public,mean_cases,daily_confirmed_cases,daily_increase_rate
384,2021-02-09,49081,1.0,Yes,48625.71428571428,138,0.01889388618487257
385,2021-02-10,49219,1.0,Yes,48791.857142857145,208,0.028477741496039814
386,2021-02-11,49427,1.0,Yes,48963.28571428572,247,0.03381731802654728
387,2021-02-12,49674,1.0,Yes,49136.142857142855,179,0.024507287152841957
388,2021-02-13,49853,1.0,Yes,49295.142857142855,125,0.01711402734137008
389,2021-02-14,49978,1.0,Yes,49456.142857142855,51,0.006982523155278993
390,2021-02-15,50029,1.0,Yes,49608.71428571428,78,0.01067915306101493
391,2021-02-16,50107,1.0,Yes,49755.28571428572,187,0.025602584902689643
392,2021-02-17,50294,1.0,Yes,49908.857142857145,199,0.027245531527461172
393,2021-02-18,50493,1.0,Yes,50061.142857142855,197,0.026971707089999245
394,2021-02-19,50690,1.0,Yes,50206.28571428572,141,0.01930462284106545
395,2021-02-20,50831,1.0,Yes,50346.0,120,0.01642946624771528
396,2021-02-21,50951,1.0,Yes,50485.0,85,0.011637538592131656
397,2021-02-22,51036,1.0,Yes,50628.857142857145,174,0.02382272605918715
398,2021-02-23,51210,1.0,Yes,50786.42857142857,179,0.024507287152841957
399,2021-02-24,51389,1.0,Yes,50942.857142857145,154,0.02108448168456794
400,2021-02-25,51543,1.0,Yes,51092.857142857145,166,0.022727428309339468
401,2021-02-26,51709,1.0,Yes,51238.42857142857,140,0.01916771062233449
402,2021-02-27,51849,1.0,Yes,51383.857142857145,126,0.017250939560101042
403,2021-02-28,51975,1.0,Yes,51530.142857142855,170,0.02327507718426331
404,2021-03-01,52145,1.0,Yes,51688.57142857143,119,0.016292554028984316
405,2021-03-02,52264,1.0,Yes,51839.142857142855,158,0.021632130559491782
406,2021-03-03,52422,1.0,Yes,51986.71428571428,197,0.026971707089999245
407,2021-03-04,52619,1.0,Yes,52140.42857142857,168,0.023001252746801388
408,2021-03-05,52787,1.0,Yes,52294.42857142857,189,0.025876409340151563
409,2021-03-06,52976,1.0,Yes,52455.42857142857,102,0.013965046310557986
410,2021-03-07,53078,1.0,Yes,52613.0,62,0.008488557561319561
411,2021-03-08,53140,1.0,Yes,52755.142857142855,118,0.016155641810253356
412,2021-03-09,53258,1.0,Yes,52897.142857142855,115,0.015744905154060476
413,2021-03-10,53373,2.0,No,53033.0,111,0.015197256279136633
414,2021-03-11,53484,2.0,No,53156.57142857143,141,0.01930462284106545
415,2021-03-12,53625,2.0,No,53276.28571428572,200,0.02738244374619213
416,2021-03-13,53825,2.0,No,53397.57142857143,160,0.021905954996953702
417,2021-03-14,53985,2.0,No,53527.142857142855,41,0.005613400967969386
418,2021-03-15,54026,2.0,No,53653.71428571428,75,0.010268416404822048
419,2021-03-16,54101,2.0,No,53774.142857142855,132,0.018072412872486805
420,2021-03-17,54233,2.0,No,53897.0,194,0.026560970433806366
421,2021-03-18,54427,2.0,No,54031.71428571428,255,0.03491261577639496
422,2021-03-19,54682,2.0,No,54182.71428571428,207,0.02834082927730885
423,2021-03-20,54889,2.0,No,54334.71428571428,99,0.013554309654365104
424,2021-03-21,54988,2.0,No,54478.0,27,0.0036966299057359375
425,2021-03-22,55015,2.0,No,54619.28571428572,226,0.03094216143319711
426,2021-03-23,55241,2.0,No,54782.142857142855,143,0.019578447278527374
427,2021-03-24,55384,2.0,No,54946.57142857143,177,0.024233462715380034
428,2021-03-25,55561,2.0,No,55108.57142857143,196,0.026834794871268285
429,2021-03-26,55757,2.0,No,55262.142857142855,174,0.02382272605918715
430,2021-03-27,55931,2.0,No,55411.0,155,0.0212213939032989
431,2021-03-28,56086,2.0,No,55567.857142857145,115,0.015744905154060476
432,2021-03-29,56201,2.0,No,55737.28571428572,215,0.029436127027156537
433,2021-03-30,56416,2.0,No,55905.142857142855,191,0.026150233777613486
434,2021-03-31,56607,2.0,No,56079.857142857145,315,0.043127348900252604
435,2021-04-01,56922,2.0,No,56274.28571428572,268,0.036692474619897456
436,2021-04-02,57190,2.0,No,56479.0,223,0.030531424777004223
437,2021-04-03,57413,2.0,No,56690.71428571428,190,0.026013321558882523
438,2021-04-04,57603,2.0,No,56907.42857142857,128,0.01752476399756296
439,2021-04-05,57731,2.0,No,57126.0,186,0.02546567268395868
440,2021-04-06,57917,2.0,No,57340.42857142857,289,0.03956763121324763
441,2021-04-07,58206,2.0,No,57568.857142857145,267,0.036555562401166496
442,2021-04-08,58473,2.0,No,57790.42857142857,229,0.031352898089389986
443,2021-04-09,58702,2.0,No,58006.42857142857,152,0.020810657247106016
444,2021-04-10,58854,2.0,No,58212.28571428572,149,0.020399920590913136
445,2021-04-11,59003,2.0,No,58412.28571428572,165,0.022590516090608508
446,2021-04-12,59168,2.0,No,58617.57142857143,331,0.04531794439994797
447,2021-04-13,59499,2.0,No,58843.57142857143,285,0.03901998233832378
448,2021-04-14,59784,2.0,No,59069.0,195,0.02669788265253733
449,2021-04-15,59979,2.0,No,59284.142857142855,330,0.045181032181217017
450,2021-04-16,60309,2.0,No,59513.71428571428,176,0.024096550496649074
451,2021-04-17,60485,2.0,No,59746.71428571428,161,0.022042867215684665
452,2021-04-18,60646,2.0,No,59981.42857142857,116,0.015881817372791436
453,2021-04-19,60762,2.0,No,60209.142857142855,375,0.051342082024110246
454,2021-04-20,61137,2.0,No,60443.142857142855,224,0.030668336995735183
455,2021-04-21,61361,2.0,No,60668.42857142857,390,0.05339576530507466
456,2021-04-22,61751,2.0,No,60921.57142857143,283,0.03874615790086186
457,2021-04-23,62034,2.0,No,61168.0,220,0.03012068812081134
458,2021-04-24,62254,2.0,No,61420.71428571428,268,0.036692474619897456
459,2021-04-25,62522,2.0,No,61688.71428571428,200,0.02738244374619213
460,2021-04-26,62722,2.0,No,61968.71428571428,260,0.03559717687004977
461,2021-04-27,62982,2.0,No,62232.28571428572,100,0.013691221873096064
462,2021-04-28,63082,2.0,No,62478.142857142855,480,0.06571786499086112
463,2021-04-29,63562,2.0,No,62736.857142857145,324,0.04435955886883125
464,2021-04-30,63886,2.0,No,63001.42857142857,293,0.040115280088171466
465,2021-05-01,64179,2.0,No,63276.42857142857,187,0.025602584902689643
466,2021-05-02,64366,2.0,No,63539.857142857145,199,0.027245531527461172
467,2021-05-03,64565,2.0,No,63803.142857142855,284,0.03888307011959283
468,2021-05-04,64849,2.0,No,64069.857142857145,307,0.04203205115040492
469,2021-05-05,65156,2.0,No,64366.142857142855,241,0.03299584471416152
470,2021-05-06,65397,2.0,No,64628.28571428572,269,0.03682938683862841
471,2021-05-07,65666,2.0,No,64882.57142857143,264,0.03614482574497361
472,2021-05-08,65930,2.0,No,65132.71428571428,214,0.02929921480842558
473,2021-05-09,66144,2.0,No,65386.71428571428,230,0.03148981030812095
474,2021-05-10,66374,2.0,No,65645.14285714286,164,0.022453603871877545
475,2021-05-11,66538,2.0,No,65886.42857142857,258,0.03532335243258784
476,2021-05-12,66796,2.0,No,66120.71428571429,359,0.049151486524414874
477,2021-05-13,67155,2.0,No,66371.85714285714,252,0.034501879120202084
478,2021-05-14,67407,2.0,No,66620.57142857143,175,0.02395963827791811
479,2021-05-15,67582,2.0,No,66856.57142857143,116,0.015881817372791436
480,2021-05-16,67698,2.0,No,67078.57142857143,184,0.025191848246496756
481,2021-05-17,67882,2.0,No,67294.0,196,0.026834794871268285
482,2021-05-18,68078,2.0,No,67514.0,226,0.03094216143319711
483,2021-05-19,68304,2.0,No,67729.42857142857,193,0.026424058215075402
484,2021-05-20,68497,2.0,No,67921.14285714286,156,0.02135830612202986
485,2021-05-21,68653,2.0,No,68099.14285714286,183,0.0250549360277658
486,2021-05-22,68836,2.0,No,68278.28571428571,101,0.013828134091827026
487,2021-05-23,68937,2.0,No,68455.28571428571,94,0.0128697485607103
488,2021-05-24,69031,2.0,No,68619.42857142857,476,0.06517021611593726
489,2021-05-25,69507,2.0,No,68823.57142857143,229,0.031352898089389986
490,2021-05-26,69736,2.0,No,69028.14285714286,215,0.029436127027156537
491,2021-05-27,69951,2.0,No,69235.85714285714,171,0.02341198940299427
492,2021-05-28,70122,2.0,No,69445.71428571429,122,0.0167032906851772
493,2021-05-29,70244,2.0,No,69646.85714285714,95,0.013006660779441261
494,2021-05-30,70339,2.0,No,69847.14285714286,61,0.0083516453425886
495,2021-05-31,70400,2.0,No,70042.71428571429,125,0.01711402734137008
496,2021-06-01,70525,2.0,No,70188.14285714286,125,0.01711402734137008
497,2021-06-02,70650,2.0,No,70318.71428571429,209,0.028614653714770774
498,2021-06-03,70859,2.0,No,70448.42857142857,128,0.01752476399756296
499,2021-06-04,70987,2.0,No,70572.0,145,0.019852271715989293
500,2021-06-05,71132,2.0,No,70698.85714285714,74,0.010131504186091086
501,2021-06-06,71206,2.0,No,70822.71428571429,96,0.013143572998172221
502,2021-06-07,71302,2.0,No,70951.57142857143,120,0.01642946624771528
503,2021-06-08,71422,2.0,No,71079.71428571429,143,0.019578447278527374
504,2021-06-09,71565,2.0,No,71210.42857142857,133,0.018209325091217764
505,2021-06-10,71698,2.0,No,71330.28571428571,175,0.02395963827791811
506,2021-06-11,71873,2.0,No,71456.85714285714,104,0.014238870748019907
507,2021-06-12,71977,2.0,No,71577.57142857143,118,0.016155641810253356
508,2021-06-13,72095,2.0,No,71704.57142857143,53,0.007256347592740914
509,2021-06-14,72148,2.0,No,71825.42857142857,106,0.014512695185481829
510,2021-06-15,72254,2.0,No,71944.28571428571,114,0.015607992935329513
511,2021-06-16,72368,2.0,No,72059.0,118,0.016155641810253356
512,2021-06-17,72486,2.0,No,72171.57142857143,84,0.011500626373400694
513,2021-06-18,72570,2.0,No,72271.14285714286,65,0.008899294217512442
514,2021-06-19,72635,2.0,No,72365.14285714286,59,0.008077820905126678
515,2021-06-20,72694,2.0,No,72450.71428571429,42,0.005750313186700347
516,2021-06-21,72736,2.0,No,72534.71428571429,76,0.010405328623553008
517,2021-06-22,72812,2.0,No,72614.42857142857,77,0.01054224084228397
518,2021-06-23,72889,2.0,No,72688.85714285714,97,0.013280485216903183
519,2021-06-24,72986,2.0,No,72760.28571428571,56,0.007667084248933796
520,2021-06-25,73042,2.0,No,72827.71428571429,101,0.013828134091827026
521,2021-06-26,73143,2.0,No,72900.28571428571,33,0.004518103218121701
522,2021-06-27,73176,2.0,No,72969.14285714286,53,0.007256347592740914
523,2021-06-28,73229,2.0,No,73039.57142857143,67,0.009173118654974364
524,2021-06-29,73296,2.0,No,73108.71428571429,72,0.009857679748629167
525,2021-06-30,73368,2.0,No,73177.14285714286,83,0.011363714154669734
526,2021-07-01,73451,2.0,No,73243.57142857143,57,0.007803996467664756
527,2021-07-02,73508,2.0,No,73310.14285714286,86,0.011774450810862615
528,2021-07-03,73594,2.0,No,73374.57142857143,41,0.005613400967969386
529,2021-07-04,73635,2.0,No,73440.14285714286,38,0.005202664311776504
530,2021-07-05,73673,2.0,No,73503.57142857143,52,0.0071194353740099536
531,2021-07-06,73725,2.0,No,73564.85714285714,88,0.012048275248324537
532,2021-07-07,73813,2.0,No,73628.42857142857,95,0.013006660779441261
533,2021-07-08,73908,2.0,No,73693.71428571429,138,0.01889388618487257
534,2021-07-09,74046,2.0,No,73770.57142857143,64,0.00876238199878148
535,2021-07-10,74110,2.0,No,73844.28571428571,61,0.0083516453425886
536,2021-07-11,74171,2.0,No,73920.85714285714,52,0.0071194353740099536
537,2021-07-12,74223,2.0,No,73999.42857142857,130,0.017798588435024885
538,2021-07-13,74353,2.0,No,74089.14285714286,81,0.011089889717207813
539,2021-07-14,74434,2.0,No,74177.85714285714,68,0.009310030873705324
540,2021-07-15,74502,2.0,No,74262.71428571429,96,0.013143572998172221
541,2021-07-16,74598,2.0,No,74341.57142857143,79,0.010816065279745891
542,2021-07-17,74677,2.0,No,74422.57142857143,55,0.007530172030202835
543,2021-07-18,74732,2.0,No,74502.71428571429,84,0.011500626373400694
544,2021-07-19,74816,2.0,No,74587.42857142857,111,0.015197256279136633
545,2021-07-20,74927,2.0,No,74669.42857142857,116,0.015881817372791436
546,2021-07-21,75043,2.0,No,74756.42857142857,150,0.020536832809644096
547,2021-07-22,75193,2.0,No,74855.14285714286,107,0.01464960740421279
548,2021-07-23,75300,2.0,No,74955.42857142857,0,0.0
549,2021-07-24,75300,2.0,No,75044.42857142857,0,0.0
550,2021-07-25,75300,2.0,No,75125.57142857143,287,0.03929380677578571
551,2021-07-26,75587,2.0,No,75235.71428571429,156,0.02135830612202986
552,2021-07-27,75743,2.0,No,75352.28571428571,127,0.017387851778832
553,2021-07-28,75870,2.0,No,75470.42857142857,197,0.026971707089999245
554,2021-07-29,76067,2.0,No,75595.28571428571,164,0.022453603871877545
555,2021-07-30,76231,2.0,No,75728.28571428571,0,0.0
556,2021-07-31,76231,2.0,No,75861.28571428571,0,0.0
557,2021-08-01,76231,2.0,No,75994.28571428571,350,0.04791927655583622
558,2021-08-02,76581,2.0,No,76136.28571428571,177,0.024233462715380034
559,2021-08-03,76758,2.0,No,76281.28571428571,266,0.03641865018243553
560,2021-08-04,77024,2.0,No,76446.14285714286,234,0.032037459183044785
561,2021-08-05,77258,2.0,No,76616.28571428571,232,0.03176363474558287
562,2021-08-06,77490,2.0,No,76796.14285714286,0,0.0
563,2021-08-07,77490,2.0,No,76976.0,0,0.0
564,2021-08-08,77490,2.0,No,77155.85714285714,398,0.054491063054922344
565,2021-08-09,77888,2.0,No,77342.57142857143,166,0.022727428309339468
566,2021-08-10,78054,2.0,No,77527.71428571429,218,0.029846863683349423
567,2021-08-11,78272,2.0,No,77706.0,232,0.03176363474558287
568,2021-08-12,78504,2.0,No,77884.0,162,0.022179779434415625
569,2021-08-13,78666,2.0,No,78052.0,0,0.0
570,2021-08-14,78666,2.0,No,78220.0,0,0.0
571,2021-08-15,78666,2.0,No,78388.0,394,0.05394341417999849
572,2021-08-16,79060,2.0,No,78555.42857142857,257,0.03518644021385689
573,2021-08-17,79317,2.0,No,78735.85714285714,230,0.03148981030812095
574,2021-08-18,79547,2.0,No,78918.0,199,0.027245531527461172
575,2021-08-19,79746,2.0,No,79095.42857142857,206,0.028203917058577894
576,2021-08-20,79952,2.0,No,79279.14285714286,0,0.0
577,2021-08-21,79952,2.0,No,79462.85714285714,0,0.0
578,2021-08-22,79952,2.0,No,79646.57142857143,561,0.07680775470806891
579,2021-08-23,80513,2.0,No,79854.14285714286,167,0.022864340528070428
580,2021-08-24,80680,2.0,No,80048.85714285714,301,0.04121057783801915
581,2021-08-25,80981,2.0,No,80253.71428571429,258,0.03532335243258784
582,2021-08-26,81239,2.0,No,80467.0,288,0.03943071899451667
583,2021-08-27,81527,2.0,No,80692.0,0,0.0
584,2021-08-28,81527,2.0,No,80917.0,0,0.0
585,2021-08-29,81527,2.0,No,81142.0,555,0.07598628139568316
586,2021-08-30,82082,2.0,No,81366.14285714286,439,0.06010446402289172
587,2021-08-31,82521,2.0,No,81629.14285714286,333,0.045591768837409896
588,2021-09-01,82854,2.0,No,81896.71428571429,333,0.045591768837409896
589,2021-09-02,83187,2.0,No,82175.0,391,0.05353267752380561
590,2021-09-03,83578,2.0,No,82468.0,0,0.0
591,2021-09-04,83578,2.0,No,82761.0,0,0.0
592,2021-09-05,83578,2.0,No,83054.0,782,0.10706535504761122
593,2021-09-06,84360,2.0,No,83379.42857142857,233,0.03190054696431383
594,2021-09-07,84593,2.0,No,83675.42857142857,254,0.034775703557664
595,2021-09-08,84847,2.0,No,83960.14285714286,375,0.051342082024110246
596,2021-09-09,85222,2.0,No,84250.85714285714,381,0.05216355533649601
597,2021-09-10,85603,2.0,No,84540.14285714286,0,0.0
598,2021-09-11,85603,2.0,No,84829.42857142857,0,0.0
599,2021-09-12,85603,2.0,No,85118.71428571429,928,0.1270545389823315
600,2021-09-13,86531,2.0,No,85428.85714285714,391,0.05353267752380561
601,2021-09-14,86922,2.0,No,85761.57142857143,327,0.04477029552502413
602,2021-09-15,87249,2.0,No,86104.71428571429,347,0.04750853989964334
603,2021-09-16,87596,2.0,No,86443.85714285714,340,0.04655015436852662
604,2021-09-17,87936,2.0,No,86777.14285714286,0,0.0
605,2021-09-18,87936,2.0,No,87110.42857142857,0,0.0
606,2021-09-19,87936,2.0,No,87443.71428571429,781,0.10692844282888027
607,2021-09-20,88717,2.0,No,87756.0,317,0.043401173337714524
608,2021-09-21,89034,2.0,No,88057.71428571429,287,0.03929380677578571
609,2021-09-22,89321,2.0,No,88353.71428571429,360,0.04928839874314583
610,2021-09-23,89681,2.0,No,88651.57142857143,303,0.04148440227548108
611,2021-09-24,89984,2.0,No,88944.14285714286,0,0.0
612,2021-09-25,89984,2.0,No,89236.71428571429,0,0.0
613,2021-09-26,89984,2.0,No,89529.28571428571,720,0.09857679748629165
614,2021-09-27,90704,2.0,No,89813.14285714286,391,0.05353267752380561
615,2021-09-28,91095,2.0,No,90107.57142857143,280,0.03833542124466898
616,2021-09-29,91375,2.0,No,90401.0,449,0.06147358621020133
617,2021-09-30,91824,2.0,No,90707.14285714286,327,0.04477029552502413
618,2021-10-01,92151,2.0,No,91016.71428571429,0,0.0
619,2021-10-02,92151,2.0,No,91326.28571428571,0,0.0
620,2021-10-03,92151,2.0,No,91635.85714285714,879,0.12034584026451442
621,2021-10-04,93030,2.0,No,91968.14285714286,382,0.05230046755522697
622,2021-10-05,93412,2.0,No,92299.14285714286,299,0.04093675340055723
623,2021-10-06,93711,2.0,No,92632.85714285714,459,0.06284270839751094
624,2021-10-07,94170,2.0,No,92968.0,488,0.0668131627407088
625,2021-10-08,94658,2.0,No,93326.14285714286,0,0.0
626,2021-10-09,94658,2.0,No,93684.28571428571,0,0.0
627,2021-10-10,94658,2.0,No,94042.42857142857,923,0.12636997788867668
628,2021-10-11,95581,2.0,No,94406.85714285714,267,0.036555562401166496
629,2021-10-12,95848,2.0,No,94754.85714285714,319,0.04367499777517645
630,2021-10-13,96167,2.0,No,95105.71428571429,554,0.07584936917695219
631,2021-10-14,96721,2.0,No,95470.14285714286,364,0.04983604761806967
632,2021-10-15,97085,2.0,No,95816.85714285714,0,0.0
